""	"BR:MCF7"	"BR:MDA-MB-231"	"BR:HS 578T"	"BR:BT-549"	"BR:T-47D"	"CNS:SF-268"	"CNS:SF-295"	"CNS:SF-539"	"CNS:SNB-19"	"CNS:SNB-75"	"CNS:U251"	"CO:COLO 205"	"CO:HCC-2998"	"CO:HCT-116"	"CO:HCT-15"	"CO:HT29"	"CO:KM12"	"CO:SW-620"	"LE:CCRF-CEM"	"LE:HL-60(TB)"	"LE:K-562"	"LE:MOLT-4"	"LE:RPMI-8226"	"LE:SR"	"ME:LOX IMVI"	"ME:MALME-3M"	"ME:M14"	"ME:SK-MEL-2"	"ME:SK-MEL-28"	"ME:SK-MEL-5"	"ME:UACC-257"	"ME:UACC-62"	"ME:MDA-MB-435"	"ME:MDA-N"	"LC:A549/ATCC"	"LC:EKVX"	"LC:HOP-62"	"LC:HOP-92"	"LC:NCI-H226"	"LC:NCI-H23"	"LC:NCI-H322M"	"LC:NCI-H460"	"LC:NCI-H522"	"OV:IGROV1"	"OV:OVCAR-3"	"OV:OVCAR-4"	"OV:OVCAR-5"	"OV:OVCAR-8"	"OV:SK-OV-3"	"OV:NCI/ADR-RES"	"PR:PC-3"	"PR:DU-145"	"RE:786-0"	"RE:A498"	"RE:ACHN"	"RE:CAKI-1"	"RE:RXF 393"	"RE:SN12C"	"RE:TK-10"	"RE:UO-31"
"764516_1206RS81"	6.913424	5.827532	7.491211	6.774225	6.951483	6.291332	6.665474	6.325975	5.920894	7.646245	6.28043	6.253295	6.037718	6.120577	6.324685	6.375927	5.855912	5.894795	6.374179	6.377177	5.251721	6.436817	6.526565	NA	6.311467	6.728389	6.247283	5.736183	6.536819	6.471598	6.537046	6.77551	6.264182	NA	6.233895	NA	6.110124	7.387972	6.345305	6.236891	6.324723	6.455918	6.377126	6.686232	6.597609	6.433692	6.341236	6.272277	6.497861	6.370736	6.992704	6.36096	6.675821	7.462692	6.511657	6.353012	6.857092	6.551348	NA	7.032937
"764517_1204NS39"	5.555836	5.564601	5.338418	5.440822	5.534866	5.278189	5.695001	5.765769	4.802816	5.756	5.710432	5.767684	5.258289	5.540722	4.888719	5.822673	5.405065	5.629959	5.595743	5.478705	5.625565	5.621389	5.681821	5.636923	5.710074	5.66826	5.758129	5.612196	5.754006	5.760141	5.769451	4.894375	5.769419	NA	5.452995	NA	5.482985	5.726285	NA	4.960248	5.184266	5.454041	5.586606	4.8771	4.937723	5.57433	5.122658	5.352798	5.08849	4.460399	5.337986	5.308061	4.98408	5.808287	5.054194	4.833408	5.69333	4.895158	5.715857	4.823067
"764821_1204NS58"	5.812856	5.784223	5.915686	5.867266	5.600316	5.838241	5.573138	5.809469	5.719821	5.826757	5.773138	5.658764	5.737126	5.740838	5.7925	6.147361	6.481416	5.868319	6.099648	5.761066	5.629765	6.112778	6.396087	7.603003	5.877193	5.875586	5.792576	5.531788	5.720424	5.633354	5.488173	5.574087	5.854609	NA	5.740125	NA	5.87726	6.793846	5.717622	5.764524	5.760184	5.689208	5.801784	5.873437	5.794789	5.861502	5.835543	6.061587	5.758045	5.992298	6.088511	5.838747	5.70764	5.997483	5.730284	5.798107	5.73268	5.773056	5.753414	5.960614
"764821_1207RS01"	5.758049	5.750517	5.726919	5.826888	5.823162	5.787064	5.486438	5.793194	5.77634	5.901813	5.917144	5.653094	5.119434	5.751581	5.945776	5.990936	6.444192	5.929831	6.066233	6.223911	5.719219	5.911467	6.366988	7.960352	5.646269	5.834482	5.586025	5.554008	5.736148	6.012558	5.502688	5.471868	5.888251	NA	5.900894	NA	5.827849	6.702483	5.857081	5.160244	5.677273	5.829695	5.74267	5.801933	5.772151	5.877905	5.940687	5.997193	5.696984	5.856174	6.281858	5.834325	5.749778	6.126478	5.892462	5.987673	5.898072	5.908968	5.781139	5.931254
"765695_1206NS89"	5.518188	6.179128	5.181034	5.504717	5.557922	5.524178	NA	5.738711	5.774652	5.701522	5.752783	7.168566	6.84307	6.167883	5.807508	6.761156	6.187918	6.896249	5.523779	6.560666	5.612522	5.515478	5.73644	5.567464	5.951188	7.673182	7.21182	6.59979	7.34545	5.943032	7.094874	7.28579	6.532017	NA	5.824682	NA	5.841523	6.8241	5.65	6.096301	5.958543	5.691941	5.67905	5.967638	5.578647	5.757143	7.27381	5.593253	5.348837	5.562123	5.49486	NA	5.541206	6.931503	5.988702	5.621964	5.613162	5.789804	5.632692	5.852127
"765695_1207RS18"	5.495105	6.166168	5.446871	5.435836	5.44464	5.575697	5.580213	5.559112	5.944407	5.632275	5.867684	7.136002	6.654775	6.21845	5.799658	7.139529	NA	6.808026	NA	6.883351	5.573189	5.435358	5.675192	5.467618	6.326166	7.60942	7.314196	6.957427	7.212687	5.934348	7.426361	7.101146	6.520893	NA	5.876964	NA	5.540394	7.241627	5.466566	6.117025	6.157252	5.541429	5.74606	5.98888	5.583929	5.729772	6.960138	5.674124	5.374066	5.527926	5.543506	5.390766	5.595371	7.457889	5.907072	5.499478	5.738964	5.785254	6.25905	5.964732
"765866_1206NS91"	4.765284	4.940292	4.945489	4.790047	4.77595	4.780878	4.795241	4.791333	5.119152	4.83125	4.826278	5.475568	4.916034	4.865207	4.780468	5.407789	4.866593	4.88689	4.72012	4.868867	4.720187	4.719476	4.794657	4.734397	5.199481	5.806543	5.472932	5.35471	5.462569	5.307781	5.431078	5.703158	5.273474	NA	4.854128	NA	4.78571	6.8125	4.75553	4.85255	4.803521	4.831877	4.930819	4.965896	4.800325	4.683732	4.952247	4.704779	4.620017	4.680552	4.931703	4.733275	4.714455	5.020875	4.684473	4.785729	4.917436	4.90242	NA	4.974765
"766271_1207NS11"	5.688518	5.779831	4.909422	4.849263	4.914419	5.705272	NA	5.7452	5.618697	NA	5.775372	4.883901	5.694573	5.718726	5.733072	5.790106	6.361867	5.750102	5.673536	5.636538	5.639536	NA	5.719363	NA	5.733371	5.724694	5.701434	4.810728	5.709606	5.484039	5.764477	5.768481	5.736277	NA	5.737169	NA	5.600856	5.704893	4.753891	4.817214	4.822533	5.732248	4.788547	5.510404	4.860861	4.583882	5.708609	5.658976	4.650439	5.355855	5.740745	5.709763	5.691622	4.757027	5.742515	4.670561	5.704747	5.816854	5.716132	5.743255
"766908_1208NS28"	5.195682	4.986552	5.402616	5.582621	4.854211	5.174058	5.212716	5.664386	4.81662	5.11236	5.399847	4.950361	4.908382	5.343249	5.459463	5.429518	4.971221	4.989156	5.40253	5.731283	5.486715	5.43709	5.242399	5.64627	5.272155	5.713795	5.425307	5.397581	5.077469	4.945395	5.756253	5.250607	5.25085	NA	5.070623	NA	4.843937	5.628788	5.589385	4.852549	5.287208	5.007516	4.923707	5.524656	4.877282	5.753759	4.835526	5.257429	5.223065	4.975914	4.946392	4.980317	5.268143	7.735294	5.401803	5.343737	5.821066	5.396737	5.14798	6.275719
"766908_1211RS73"	5.34739	5.473282	5.25	5.751202	5.075889	5.350757	5.676043	5.735815	4.908954	7.747368	5.715709	5.234424	4.886961	5.424033	5.42036	5.530167	5.059939	5.188315	NA	5.669888	5.572948	NA	5.373976	5.704494	NA	5.703042	5.592832	5.473188	5.583531	5.471302	5.742655	5.503531	5.373469	NA	5.140847	NA	4.993856	5.724232	NA	5.057851	5.221501	5.320608	5.457783	5.352941	4.970296	5.71875	4.781764	NA	5.395583	5.216396	5.326956	5.204876	5.26466	7.625212	5.411303	5.454837	5.756906	5.510682	5.191512	5.448231
"766991_1208NS28"	6.246637	4.661628	6.182211	5.394543	NA	4.741696	6.037067	6.55093	4.848295	6.577724	6.259972	4.979557	4.823672	4.910376	4.801407	4.77774	5.253409	4.902179	6.475029	4.909712	4.945605	6.638109	4.760033	4.853531	4.749085	4.927079	4.852849	5.138206	4.930662	4.866377	4.708696	4.879492	4.855818	NA	4.839113	NA	4.670915	5.489353	4.785783	4.596541	4.743343	4.916968	4.940805	6.927869	4.996713	4.541332	4.584765	4.793277	5.958333	4	5	4.872291	6.378739	7.16137	4.564264	4.576859	6.429558	4.813236	5.7218	4.82373
"766991_1211RS73"	5.714604	4.837919	4.996173	4.934678	NA	4.845407	6.163572	6.459003	4.795134	7.889126	6.287257	5.041971	4.522744	4.86606	4.582369	4.737977	5.432056	5.008807	NA	5.041108	4.941862	NA	4.757286	4.986954	NA	4.820629	4.804844	5.103255	4.935454	4.82416	4.653267	4.898683	4.87109	NA	4.775741	NA	4.593728	4.534253	4.567223	4.662206	4.691286	5.03179	4.889989	7.187405	5.323495	4.465852	4.532567	NA	6.166179	4	4.969198	4.905823	6.296548	7.496212	4.616805	4.392833	6.853448	4.979983	5.661432	4
"766992_1208NS28"	5.728858	4	4.995	6.052715	4	5.438346	4	5.232287	4	5.981268	4	5.915461	4	6.30558	6.18083	5.923345	5.582034	5.63088	6.082412	5.671245	5.338253	5.383306	5.560877	6.560569	6.093083	4	4.365132	6.084089	4	5.312214	4	6.129677	NA	NA	5.52236	NA	5.497925	7.076159	NA	4.81383	5.995025	5.659656	5.72482	6.32563	4.656417	4	4	6.020144	4	5.150259	4	5.698196	5.61647	6.129198	6.3521	6.467553	6.212477	5.979268	6.414912	6.120484
"767006_1208NS29"	6.886991	5.641321	5.585766	5.381487	5.40781	5.543236	5.69532	5.809438	5.097222	5.701568	5.67108	6.438168	5.652095	5.528289	5.674221	7.154505	5.500811	5.798743	5.58875	6.887223	5.713344	5.549176	5.643418	5.567493	5.821864	6.752778	5.76688	5.73533	5.85446	5.868435	6.15427	5.753976	5.922261	NA	5.856066	NA	5.790808	7.609483	5.80599	5.259064	5.534364	5.500677	5.573902	5.473573	4.929283	5.324838	6.179129	5.227878	5.133605	5.10061	5.495283	5.179969	5.649593	5.741358	5.369876	5.451979	5.747454	5.231288	5.639572	5.853816
"767006_1211RS73"	7.185088	5.705436	5.469113	5.797723	5.685393	5.756363	5.74977	5.756957	5.295217	5.839692	5.807844	6.724873	5.638313	5.935126	5.756461	7.325884	5.630835	5.977488	NA	7.016375	5.818513	NA	5.801124	5.739186	NA	5.974581	5.831099	5.870158	5.896936	5.898192	6.351562	5.76353	5.915729	NA	6.138197	NA	5.662247	7.07	5.580579	5.411856	5.757982	5.735036	5.748385	5.483961	5.47787	5.58937	5.968271	NA	5.664683	5.277799	5.569024	5.492168	5.78604	5.776365	5.454337	5.732657	5.78693	5.444237	5.750404	5.911117
"767124_1209NS42"	5.479943	4	5.523263	5.121507	5.117365	4.868034	5.547823	5.518285	4.307062	6.457031	5.427344	5.427791	4	5.537135	5.407662	5.655826	5.414863	5.419132	5.429842	5.395382	5.431661	5.42037	NA	5.492978	5.309424	5.261008	5.379333	5.511848	NA	5.435364	5.324908	5.220063	5.793218	NA	5.308136	NA	4.769314	NA	NA	5.20007	4	5.30791	5.377469	5.013449	5.448027	NA	4	5.183744	5.088731	5.36244	5.400265	NA	5.122579	NA	5.028817	5.332667	5.44258	4	4.76432	NA
"767124_1211RS79"	5.501541	4	5.328481	NA	5.409186	4	5.365385	NA	4	6.435121	NA	5.5946	NA	5.499106	5.518352	5.58425	5.414372	5.372806	5.422748	5.406111	5.392347	5.486922	5.405303	5.498797	NA	4	5.29264	5.54212	5.216826	5.627585	NA	5.360917	5.542081	NA	NA	NA	5.062577	4.080128	NA	NA	4	NA	5.377352	NA	5.386842	5.699214	4	5.226658	5.422368	NA	5.401131	4	5.026177	NA	NA	4	5.729839	4	4	NA
"767600_1209NS50"	6.007915	5.939681	5.897529	5.624173	5.416806	5.772334	NA	5.886776	5.367849	6.549291	NA	5.920451	5.671869	6.485816	5.659378	6.389965	6.476694	6.023905	5.833006	6.279933	5.990337	6.024158	5.909592	6.608142	5.994323	5.604839	6.015921	5.935345	5.166848	5.52308	NA	5.495517	6.159463	NA	5.989749	NA	5.57819	6.198276	6.094981	5.727152	6.168831	5.89766	6.748235	6.358894	5.646198	6.358936	6.066058	5.563551	5.840084	4.906062	5.558383	5.983099	5.909675	6.071974	6.357752	6.118858	6.18741	6.261597	6.346799	5.93416
"767951_1210NS62"	7.144964	4.491877	NA	4	4	4	4	4	4	4	4	7.189105	4	4.046717	4	7.588208	4	4	NA	4	4	4	4	4	4	4	4.472076	4.570838	4	4.376611	4.793829	4	4	NA	4.631783	NA	4	7.844737	4.318224	4	4	4.288477	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4.087531	4
"772196_1301NS08"	7.336921	7.012752	NA	6.521209	6.793017	6.622436	7.091363	7.278223	6.22654	6.81986	6.365385	6.798539	6.637139	7.238341	7.282432	6.855888	8	7.295126	7.392103	7.070617	6.242739	7.306631	6.697344	7.721519	6.792587	7.740401	7.355928	8	7.133142	6.947516	6.463143	7.524286	7.450024	NA	6.818471	NA	7.495103	NA	6.53699	6.72337	5.962711	6.883233	NA	7.004639	6.39	5.749566	6.843289	6.450758	7.680508	5.787823	6.774788	6.652448	6.652804	7.920199	7.812147	8	7.840541	7.62861	7.724256	7.53275
"772196_1304RS64"	7.099961	6.629934	6.62206	6.55957	6.152893	6.685943	6.897147	6.867208	6.302798	7.319358	6.197419	6.977102	6.612179	7.540954	7.164622	6.86421	8	7.164621	7.279736	6.994288	NA	7.373133	6.639112	7.656949	6.978554	7.310112	7.698904	7.86233	7.003808	7.174068	6.410239	7.26837	7.412448	NA	6.620866	NA	6.861111	6.759244	6.594044	NA	5.76242	6.957096	6.868056	6.901657	6.42481	5.957106	7.042492	6.364597	7.660351	5.937299	6.979665	7.26283	6.691768	7.736619	7.739002	7.543951	7.607735	7.438722	NA	7.555576
"773394_1304NS58"	6.729099	6.4259	6.538194	6.083443	6.201923	6.437106	6.197273	6.596155	6.413873	6.611466	6.466147	6.730187	6.421301	6.478332	4.864562	6.41287	6.537739	6.426508	6.467043	NA	NA	6.386225	6.500903	6.814132	6.568668	6.488678	5.884627	6.626781	6.320881	NA	5.897072	5.840333	6.475733	NA	6.262308	NA	6.362202	6.454423	6.518603	NA	6.238364	6.474772	6.393107	6.109699	6.491338	6.490051	6.444511	6.392103	6.229709	4	6.516019	6.325604	5.727146	6.53226	5.474568	4.634951	6.62747	5.96888	NA	4.682984
"773394_1307RS19"	6.678519	6.586125	6.488841	6.378054	5.650591	6.492963	5.699836	6.539229	6.471133	6.594858	6.502831	6.662045	6.383535	6.524876	5.150116	6.386395	6.517507	6.448406	6.494409	6.516408	6.322015	6.509469	6.465331	6.722967	6.551294	NA	5.919155	6.704635	6.411725	5.612829	5.796783	5.911118	6.388712	NA	6.129057	NA	6.3291	6.527376	6.402305	5.988656	6.366725	6.466531	6.431257	6.224233	6.484845	6.300667	6.472052	6.181174	5.981638	4	6.442907	6.434708	6.273007	5.983982	5.587202	5.020347	6.457395	5.843858	5.826967	4.87215
"774829_1304NS73"	6.298725	5.616438	6.178983	4	5.390057	4.542247	5.537518	5.601174	5.390564	6.757646	4.337234	5.904967	5.12957	5.22	5.222507	6.091575	5.077643	5.018492	4.233471	6.242221	5.379341	4	6.41613	6.246784	6.145283	4.975446	5.564003	5.512748	4.952744	5.429933	5.756427	6.247806	6.103256	NA	4.463477	NA	5.820232	NA	4	4.603758	5.200923	4	5.70038	4.563084	5.255646	5.383459	4	5.074555	5.486371	4.502258	5.295082	4	4.179402	5.583441	5.268545	6.099649	4.376389	4.809719	6.301515	6.245541
"776996_1308NS51"	6.760346	6.50931	7.491187	7.155483	6.70669	6.773303	5.723835	6.909972	6.755261	8	6.500507	4.601481	6.550778	6.379722	6.917875	5.145928	6.492482	6.48742	6.303665	6.160603	5.545494	6.510632	6.632307	6.375	6.819795	7.506439	6.819198	6.569376	7.086794	6.392782	6.406898	6.739665	7.17069	NA	6.642016	NA	6.514921	7.629012	5.214672	6.5915	6.604069	6.260052	6.99427	6.392495	6.674668	6.816708	5.451823	6.714794	6.949471	6.703904	7.358005	6.877507	6.512589	8	6.78629	6.578178	7.314352	6.931691	5.823978	7.453461
"776996_1311RS77"	6.728319	6.537338	7.066394	7.732569	6.725511	6.711483	5.856011	6.854071	6.458042	7.640217	6.331828	4.899488	6.243297	6.36088	6.984562	5.009104	6.560883	6.418194	6.369039	6.716418	5.779294	7.037793	6.417857	6.849171	6.953003	7.578108	7.198792	6.490517	7.022598	6.528139	6.345462	5.91505	7.043416	NA	6.655155	NA	6.77146	7.60102	5.069017	6.478492	6.758517	6.494614	7.178793	6.350096	6.667761	6.468052	5.641261	6.712201	7.224239	6.593249	7.313437	6.706453	6.704417	5.899186	7.033032	6.35436	6.556066	6.799918	5.81671	7.55084
"777445_1309NS79"	6.308282	5.309132	5.667132	5.607401	4.942499	5.509353	6.030303	6.427492	4.854126	6.662946	5.630231	8	5.113726	6.408497	5.573697	5.724318	5.75518	6.495841	8	5.868593	5.609677	5.466377	5.701831	7.027244	6.489264	4.848933	5.645462	5.466608	5.421764	5.431079	5.006466	5.435071	5.208042	NA	6.329023	NA	6.31768	6.416262	6.864209	5.705738	5.049813	6.673802	5.66112	5.432846	5.390078	6.319555	5.749255	5.251404	5.43554	4.548869	5.623716	5.356442	5.425515	7.485638	5.794349	5.737885	6.027218	5.78922	5.320444	5.613889
"777445_1311RS89"	6.317557	5.59877	5.969468	6.072235	4.811873	5.526696	6.600567	6.330491	5.144107	6.66221	NA	8	5.160206	6.57602	5.518093	NA	6.194889	5.998796	NA	5.801087	6.012287	5.86699	5.839916	6.797721	6.564302	4.994613	5.794298	5.76252	5.502964	4.935859	5.637826	5.77217	5.434749	NA	6.917702	NA	6.512346	6.52613	6.339109	5.649059	5.123719	6.686674	5.744007	5.486818	5.445122	NA	5.864676	5.702652	5.893986	4.713944	6.047619	5.522975	5.682203	6.858237	5.727551	5.20823	6.87	5.929702	5.018675	5.695059
"777448_1309NS79"	5.669463	5.527054	5.425844	4.844278	5.604077	4.586673	5.265536	5.370851	5.145253	6.436111	4.860339	5.644266	5.138797	5.321257	5.337009	5.642632	5.003419	4.703281	5.177885	5.631295	5.063711	4.672653	5.666702	5.620329	5.478913	5.176334	5.533462	5.164367	5.384878	5.450961	5.362918	6.062076	5.270542	NA	4.955569	NA	5.659355	5.837607	4.764768	5.111212	5.217341	4.811111	5.909443	5.130486	5.376787	5.418567	5.395477	5.092593	5.563084	4.520123	5.187641	4.307269	4.898043	5.934018	5.518993	5.936523	5.012006	4.964123	5.733616	5.833082
