""	"nsc_exp_name"	"nsc"	"experiment"	"used_in_zscore"
"659648_9303MD40"	"659648_9303MD40"	"659648"	"9303MD40"	TRUE
"659648_9304RM49"	"659648_9304RM49"	"659648"	"9304RM49"	TRUE
"659648_9412MD98"	"659648_9412MD98"	"659648"	"9412MD98"	TRUE
"659687_9303NS37"	"659687_9303NS37"	"659687"	"9303NS37"	TRUE
"659687_9305RM53"	"659687_9305RM53"	"659687"	"9305RM53"	TRUE
"659687_9408RG77"	"659687_9408RG77"	"659687"	"9408RG77"	TRUE
"659778_9303NS37"	"659778_9303NS37"	"659778"	"9303NS37"	TRUE
"659778_9305RM53"	"659778_9305RM53"	"659778"	"9305RM53"	TRUE
"659779_9303NS37"	"659779_9303NS37"	"659779"	"9303NS37"	TRUE
"659779_9305RM53"	"659779_9305RM53"	"659779"	"9305RM53"	TRUE
"659780_9303NS37"	"659780_9303NS37"	"659780"	"9303NS37"	TRUE
"659853_9303NS37"	"659853_9303NS37"	"659853"	"9303NS37"	TRUE
"659853_9304NS48"	"659853_9304NS48"	"659853"	"9304NS48"	TRUE
"659853_9305RM53"	"659853_9305RM53"	"659853"	"9305RM53"	TRUE
"659853_9306RM59"	"659853_9306RM59"	"659853"	"9306RM59"	TRUE
"659853_9412MD98"	"659853_9412MD98"	"659853"	"9412MD98"	TRUE
"659924_9303NS37"	"659924_9303NS37"	"659924"	"9303NS37"	TRUE
"659934_9304NS48"	"659934_9304NS48"	"659934"	"9304NS48"	TRUE
"659935_9304MD48"	"659935_9304MD48"	"659935"	"9304MD48"	TRUE
"659936_9304NS48"	"659936_9304NS48"	"659936"	"9304NS48"	TRUE
"659936_9306RM59"	"659936_9306RM59"	"659936"	"9306RM59"	TRUE
"659937_9304NS48"	"659937_9304NS48"	"659937"	"9304NS48"	TRUE
"659937_9306RG70"	"659937_9306RG70"	"659937"	"9306RG70"	TRUE
"659947_9304SC56"	"659947_9304SC56"	"659947"	"9304SC56"	TRUE
"659948_9304SC56"	"659948_9304SC56"	"659948"	"9304SC56"	TRUE
"659948_9306RM59"	"659948_9306RM59"	"659948"	"9306RM59"	TRUE
"659949_9304SC56"	"659949_9304SC56"	"659949"	"9304SC56"	TRUE
"659949_9306RM59"	"659949_9306RM59"	"659949"	"9306RM59"	TRUE
"659950_9304SC56"	"659950_9304SC56"	"659950"	"9304SC56"	TRUE
"659950_9306RM59"	"659950_9306RM59"	"659950"	"9306RM59"	TRUE
"659996_9303MD40"	"659996_9303MD40"	"659996"	"9303MD40"	TRUE
"659996_9304RM49"	"659996_9304RM49"	"659996"	"9304RM49"	TRUE
"659997_9303MD40"	"659997_9303MD40"	"659997"	"9303MD40"	TRUE
"659997_9304RM49"	"659997_9304RM49"	"659997"	"9304RM49"	TRUE
"659997_9412MD98"	"659997_9412MD98"	"659997"	"9412MD98"	TRUE
"659998_9303MD40"	"659998_9303MD40"	"659998"	"9303MD40"	TRUE
"659998_9304RM49"	"659998_9304RM49"	"659998"	"9304RM49"	TRUE
"659999_9303MD40"	"659999_9303MD40"	"659999"	"9303MD40"	TRUE
"659999_9304RM49"	"659999_9304RM49"	"659999"	"9304RM49"	TRUE
"660019_0004MD29"	"660019_0004MD29"	"660019"	"0004MD29"	TRUE
"660026_9304SC56"	"660026_9304SC56"	"660026"	"9304SC56"	TRUE
"660027_9304SC56"	"660027_9304SC56"	"660027"	"9304SC56"	TRUE
"660028_9304SC56"	"660028_9304SC56"	"660028"	"9304SC56"	TRUE
"660029_9304SC56"	"660029_9304SC56"	"660029"	"9304SC56"	TRUE
"660031_9304SC56"	"660031_9304SC56"	"660031"	"9304SC56"	TRUE
"660032_9304SC56"	"660032_9304SC56"	"660032"	"9304SC56"	TRUE
"660144_9305MD52"	"660144_9305MD52"	"660144"	"9305MD52"	TRUE
"660145_9305MD52"	"660145_9305MD52"	"660145"	"9305MD52"	TRUE
"660147_9305MD52"	"660147_9305MD52"	"660147"	"9305MD52"	TRUE
"660148_9305MD52"	"660148_9305MD52"	"660148"	"9305MD52"	TRUE
"660149_9305MD52"	"660149_9305MD52"	"660149"	"9305MD52"	TRUE
"660150_9305MD52"	"660150_9305MD52"	"660150"	"9305MD52"	TRUE
"660159_9305MD52"	"660159_9305MD52"	"660159"	"9305MD52"	TRUE
"660160_9305MD52"	"660160_9305MD52"	"660160"	"9305MD52"	TRUE
"660224_9304MD48"	"660224_9304MD48"	"660224"	"9304MD48"	TRUE
"660313_9304MD48"	"660313_9304MD48"	"660313"	"9304MD48"	TRUE
"660334_9304MD48"	"660334_9304MD48"	"660334"	"9304MD48"	TRUE
"660334_9305RS69"	"660334_9305RS69"	"660334"	"9305RS69"	TRUE
"660340_9305SR31"	"660340_9305SR31"	"660340"	"9305SR31"	TRUE
"660427_9305SR31"	"660427_9305SR31"	"660427"	"9305SR31"	TRUE
"660429_9304SR27"	"660429_9304SR27"	"660429"	"9304SR27"	TRUE
"660430_9304SR27"	"660430_9304SR27"	"660430"	"9304SR27"	TRUE
"660431_9304SR27"	"660431_9304SR27"	"660431"	"9304SR27"	TRUE
"660439_9304SR27"	"660439_9304SR27"	"660439"	"9304SR27"	TRUE
"660632_9303EG51"	"660632_9303EG51"	"660632"	"9303EG51"	TRUE
"660632_9306RG70"	"660632_9306RG70"	"660632"	"9306RG70"	TRUE
"660633_9303EG51"	"660633_9303EG51"	"660633"	"9303EG51"	TRUE
"660633_9306RG70"	"660633_9306RG70"	"660633"	"9306RG70"	TRUE
"660634_9303EG51"	"660634_9303EG51"	"660634"	"9303EG51"	TRUE
"660634_9306RG70"	"660634_9306RG70"	"660634"	"9306RG70"	TRUE
"660635_9303EG51"	"660635_9303EG51"	"660635"	"9303EG51"	TRUE
"660636_9303EG51"	"660636_9303EG51"	"660636"	"9303EG51"	TRUE
"660637_9303EG51"	"660637_9303EG51"	"660637"	"9303EG51"	TRUE
"660637_9306RG70"	"660637_9306RG70"	"660637"	"9306RG70"	TRUE
"660638_9303EG51"	"660638_9303EG51"	"660638"	"9303EG51"	TRUE
"660638_9306RG70"	"660638_9306RG70"	"660638"	"9306RG70"	TRUE
"660647_9305SC63"	"660647_9305SC63"	"660647"	"9305SC63"	TRUE
"660667_9305MD52"	"660667_9305MD52"	"660667"	"9305MD52"	TRUE
"660673_9305MD51"	"660673_9305MD51"	"660673"	"9305MD51"	TRUE
"660675_9305MD51"	"660675_9305MD51"	"660675"	"9305MD51"	TRUE
"660813_9305MD51"	"660813_9305MD51"	"660813"	"9305MD51"	TRUE
"660814_9305MD51"	"660814_9305MD51"	"660814"	"9305MD51"	TRUE
"660816_9305MD51"	"660816_9305MD51"	"660816"	"9305MD51"	TRUE
"660817_9305MD51"	"660817_9305MD51"	"660817"	"9305MD51"	TRUE
"660818_9305MD51"	"660818_9305MD51"	"660818"	"9305MD51"	TRUE
"660821_9305SR32"	"660821_9305SR32"	"660821"	"9305SR32"	TRUE
"660838_9305SR32"	"660838_9305SR32"	"660838"	"9305SR32"	TRUE
"660839_9305SR32"	"660839_9305SR32"	"660839"	"9305SR32"	TRUE
"660840_9305SR32"	"660840_9305SR32"	"660840"	"9305SR32"	TRUE
"660840_9308RG87"	"660840_9308RG87"	"660840"	"9308RG87"	TRUE
"660841_9305SR32"	"660841_9305SR32"	"660841"	"9305SR32"	TRUE
"660841_9308RG87"	"660841_9308RG87"	"660841"	"9308RG87"	TRUE
"660842_9306MD63"	"660842_9306MD63"	"660842"	"9306MD63"	TRUE
"660843_9306MD63"	"660843_9306MD63"	"660843"	"9306MD63"	TRUE
"660850_9306NS86"	"660850_9306NS86"	"660850"	"9306NS86"	TRUE
"660854_9306MD67"	"660854_9306MD67"	"660854"	"9306MD67"	TRUE
"660977_9305SC61"	"660977_9305SC61"	"660977"	"9305SC61"	TRUE
"660977_9306RS81"	"660977_9306RS81"	"660977"	"9306RS81"	TRUE
"660978_9312NS67"	"660978_9312NS67"	"660978"	"9312NS67"	TRUE
"660978_9403RM30"	"660978_9403RM30"	"660978"	"9403RM30"	TRUE
"660979_9312NS67"	"660979_9312NS67"	"660979"	"9312NS67"	TRUE
"660981_9312NS67"	"660981_9312NS67"	"660981"	"9312NS67"	TRUE
"660983_9305SC61"	"660983_9305SC61"	"660983"	"9305SC61"	TRUE
"661005_9305SC64"	"661005_9305SC64"	"661005"	"9305SC64"	TRUE
"661083_9306MD67"	"661083_9306MD67"	"661083"	"9306MD67"	TRUE
"661091_9306MD67"	"661091_9306MD67"	"661091"	"9306MD67"	TRUE
"661094_9306MD67"	"661094_9306MD67"	"661094"	"9306MD67"	TRUE
"661095_9306MD67"	"661095_9306MD67"	"661095"	"9306MD67"	TRUE
"661096_9306MD67"	"661096_9306MD67"	"661096"	"9306MD67"	TRUE
"661098_9306MD67"	"661098_9306MD67"	"661098"	"9306MD67"	TRUE
"661108_9408RM72"	"661108_9408RM72"	"661108"	"9408RM72"	TRUE
"661109_9408RM72"	"661109_9408RM72"	"661109"	"9408RM72"	TRUE
"661110_9408RM72"	"661110_9408RM72"	"661110"	"9408RM72"	TRUE
"661111_9305SC67"	"661111_9305SC67"	"661111"	"9305SC67"	TRUE
"661112_9412RG09"	"661112_9412RG09"	"661112"	"9412RG09"	TRUE
"661113_9408RM72"	"661113_9408RM72"	"661113"	"9408RM72"	TRUE
"661114_9305SC64"	"661114_9305SC64"	"661114"	"9305SC64"	TRUE
"661115_9305MD56"	"661115_9305MD56"	"661115"	"9305MD56"	TRUE
"661153_9305MD52"	"661153_9305MD52"	"661153"	"9305MD52"	TRUE
"661153_9306RM63"	"661153_9306RM63"	"661153"	"9306RM63"	TRUE
"661180_9305SC67"	"661180_9305SC67"	"661180"	"9305SC67"	TRUE
"661185_9305SC68"	"661185_9305SC68"	"661185"	"9305SC68"	TRUE
"661196_9512MD99"	"661196_9512MD99"	"661196"	"9512MD99"	TRUE
"661196_9603RM17"	"661196_9603RM17"	"661196"	"9603RM17"	TRUE
"661201_9305SC68"	"661201_9305SC68"	"661201"	"9305SC68"	TRUE
"661203_9305SC64"	"661203_9305SC64"	"661203"	"9305SC64"	TRUE
"661204_9305SC64"	"661204_9305SC64"	"661204"	"9305SC64"	TRUE
"661205_9305SC64"	"661205_9305SC64"	"661205"	"9305SC64"	TRUE
"661205_9308RC54"	"661205_9308RC54"	"661205"	"9308RC54"	TRUE
"661221_9306MD68"	"661221_9306MD68"	"661221"	"9306MD68"	TRUE
"661221_9308RC54"	"661221_9308RC54"	"661221"	"9308RC54"	TRUE
"661222_9306MD68"	"661222_9306MD68"	"661222"	"9306MD68"	TRUE
"661223_9306MD68"	"661223_9306MD68"	"661223"	"9306MD68"	TRUE
"661223_9308RC54"	"661223_9308RC54"	"661223"	"9308RC54"	TRUE
"661224_9306MD68"	"661224_9306MD68"	"661224"	"9306MD68"	TRUE
"661224_9308RC54"	"661224_9308RC54"	"661224"	"9308RC54"	TRUE
"661225_9306MD68"	"661225_9306MD68"	"661225"	"9306MD68"	TRUE
"661225_9308RC54"	"661225_9308RC54"	"661225"	"9308RC54"	TRUE
"661226_9306MD68"	"661226_9306MD68"	"661226"	"9306MD68"	TRUE
"661226_9308RC54"	"661226_9308RC54"	"661226"	"9308RC54"	TRUE
"661229_9306MD68"	"661229_9306MD68"	"661229"	"9306MD68"	TRUE
"661231_9304SC59"	"661231_9304SC59"	"661231"	"9304SC59"	TRUE
"661231_9306RM63"	"661231_9306RM63"	"661231"	"9306RM63"	TRUE
"661232_9304SC59"	"661232_9304SC59"	"661232"	"9304SC59"	TRUE
"661232_9306RM63"	"661232_9306RM63"	"661232"	"9306RM63"	TRUE
"661233_9304SC59"	"661233_9304SC59"	"661233"	"9304SC59"	TRUE
"661233_9306RM63"	"661233_9306RM63"	"661233"	"9306RM63"	TRUE
"661235_9304SC59"	"661235_9304SC59"	"661235"	"9304SC59"	TRUE
"661236_9304SC59"	"661236_9304SC59"	"661236"	"9304SC59"	TRUE
"661236_9306RM63"	"661236_9306RM63"	"661236"	"9306RM63"	TRUE
"661238_9304SC59"	"661238_9304SC59"	"661238"	"9304SC59"	TRUE
"661238_9306RM63"	"661238_9306RM63"	"661238"	"9306RM63"	TRUE
"661239_9304SC59"	"661239_9304SC59"	"661239"	"9304SC59"	TRUE
"661242_9305NS63"	"661242_9305NS63"	"661242"	"9305NS63"	TRUE
"661243_9305NS63"	"661243_9305NS63"	"661243"	"9305NS63"	TRUE
"661254_9305MD52"	"661254_9305MD52"	"661254"	"9305MD52"	TRUE
"661412_9305NS63"	"661412_9305NS63"	"661412"	"9305NS63"	TRUE
"661413_9305ES54"	"661413_9305ES54"	"661413"	"9305ES54"	TRUE
"661413_9306RM63"	"661413_9306RM63"	"661413"	"9306RM63"	TRUE
"661413_9412MD98"	"661413_9412MD98"	"661413"	"9412MD98"	TRUE
"661415_9305ES54"	"661415_9305ES54"	"661415"	"9305ES54"	TRUE
"661415_9306RM63"	"661415_9306RM63"	"661415"	"9306RM63"	TRUE
"661416_9305ES54"	"661416_9305ES54"	"661416"	"9305ES54"	TRUE
"661417_9305ES54"	"661417_9305ES54"	"661417"	"9305ES54"	TRUE
"661418_9305ES54"	"661418_9305ES54"	"661418"	"9305ES54"	TRUE
"661419_9305ES54"	"661419_9305ES54"	"661419"	"9305ES54"	TRUE
"661420_9305ES54"	"661420_9305ES54"	"661420"	"9305ES54"	TRUE
"661420_9306RM63"	"661420_9306RM63"	"661420"	"9306RM63"	TRUE
"661421_9305ES54"	"661421_9305ES54"	"661421"	"9305ES54"	TRUE
"661421_9306RM63"	"661421_9306RM63"	"661421"	"9306RM63"	TRUE
"661428_9305SC68"	"661428_9305SC68"	"661428"	"9305SC68"	TRUE
"661440_0002NS09"	"661440_0002NS09"	"661440"	"0002NS09"	TRUE
"661440_0003RM22"	"661440_0003RM22"	"661440"	"0003RM22"	TRUE
"661441_9306SR42"	"661441_9306SR42"	"661441"	"9306SR42"	TRUE
"661441_9308RS09"	"661441_9308RS09"	"661441"	"9308RS09"	TRUE
"661441_9412MD98"	"661441_9412MD98"	"661441"	"9412MD98"	TRUE
"661441_9507MD59"	"661441_9507MD59"	"661441"	"9507MD59"	TRUE
"661443_9306SR42"	"661443_9306SR42"	"661443"	"9306SR42"	TRUE
"661446_9306MD67"	"661446_9306MD67"	"661446"	"9306MD67"	TRUE
"661447_9306NS86"	"661447_9306NS86"	"661447"	"9306NS86"	TRUE
"661447_9308RM79"	"661447_9308RM79"	"661447"	"9308RM79"	TRUE
"661448_9306NS86"	"661448_9306NS86"	"661448"	"9306NS86"	TRUE
"661449_9306SR42"	"661449_9306SR42"	"661449"	"9306SR42"	TRUE
"661470_9307MD69"	"661470_9307MD69"	"661470"	"9307MD69"	TRUE
"661580_9509NS46"	"661580_9509NS46"	"661580"	"9509NS46"	TRUE
"661580_9512RS71"	"661580_9512RS71"	"661580"	"9512RS71"	TRUE
"661581_9509NS46"	"661581_9509NS46"	"661581"	"9509NS46"	TRUE
"661581_9512RS71"	"661581_9512RS71"	"661581"	"9512RS71"	TRUE
"661583_9305SC63"	"661583_9305SC63"	"661583"	"9305SC63"	TRUE
"661734_0110NS31"	"661734_0110NS31"	"661734"	"0110NS31"	TRUE
"661734_9305SR36"	"661734_9305SR36"	"661734"	"9305SR36"	TRUE
"661746_9305SC63"	"661746_9305SC63"	"661746"	"9305SC63"	TRUE
"661746_9308RC54"	"661746_9308RC54"	"661746"	"9308RC54"	TRUE
"661747_9305MD55"	"661747_9305MD55"	"661747"	"9305MD55"	TRUE
"661748_9305MD55"	"661748_9305MD55"	"661748"	"9305MD55"	TRUE
"661820_9308RM79"	"661820_9308RM79"	"661820"	"9308RM79"	TRUE
"661822_9307SC78"	"661822_9307SC78"	"661822"	"9307SC78"	TRUE
"661832_9306NS86"	"661832_9306NS86"	"661832"	"9306NS86"	TRUE
"661908_9306MD68"	"661908_9306MD68"	"661908"	"9306MD68"	TRUE
"661916_9307NS87"	"661916_9307NS87"	"661916"	"9307NS87"	TRUE
"661938_9308RC54"	"661938_9308RC54"	"661938"	"9308RC54"	TRUE
"661939_9305MD55"	"661939_9305MD55"	"661939"	"9305MD55"	TRUE
"661939_9308RC54"	"661939_9308RC54"	"661939"	"9308RC54"	TRUE
"661940_9305MD55"	"661940_9305MD55"	"661940"	"9305MD55"	TRUE
"661940_9308RC54"	"661940_9308RC54"	"661940"	"9308RC54"	TRUE
"661941_9305MD55"	"661941_9305MD55"	"661941"	"9305MD55"	TRUE
"661942_9305MD55"	"661942_9305MD55"	"661942"	"9305MD55"	TRUE
"661942_9310NS36"	"661942_9310NS36"	"661942"	"9310NS36"	TRUE
"661943_9305MD55"	"661943_9305MD55"	"661943"	"9305MD55"	TRUE
"661957_9307NS87"	"661957_9307NS87"	"661957"	"9307NS87"	TRUE
"661960_9306MD68"	"661960_9306MD68"	"661960"	"9306MD68"	TRUE
"661967_9305SR35"	"661967_9305SR35"	"661967"	"9305SR35"	TRUE
"661968_9305NS67"	"661968_9305NS67"	"661968"	"9305NS67"	TRUE
"661969_9305NS67"	"661969_9305NS67"	"661969"	"9305NS67"	TRUE
"662116_9506MD53"	"662116_9506MD53"	"662116"	"9506MD53"	TRUE
"662116_9507RM62"	"662116_9507RM62"	"662116"	"9507RM62"	TRUE
"662119_0107NS02"	"662119_0107NS02"	"662119"	"0107NS02"	TRUE
"662120_9512MD99"	"662120_9512MD99"	"662120"	"9512MD99"	TRUE
"662120_9603RM17"	"662120_9603RM17"	"662120"	"9603RM17"	TRUE
"662123_9512MD99"	"662123_9512MD99"	"662123"	"9512MD99"	TRUE
"662124_9507RM62"	"662124_9507RM62"	"662124"	"9507RM62"	TRUE
"662126_9512MD99"	"662126_9512MD99"	"662126"	"9512MD99"	TRUE
"662133_9307NS87"	"662133_9307NS87"	"662133"	"9307NS87"	TRUE
"662133_9308RM79"	"662133_9308RM79"	"662133"	"9308RM79"	TRUE
"662158_9305MD55"	"662158_9305MD55"	"662158"	"9305MD55"	TRUE
"662160_9305MD55"	"662160_9305MD55"	"662160"	"9305MD55"	TRUE
"662160_9308RC54"	"662160_9308RC54"	"662160"	"9308RC54"	TRUE
"662161_9305MD55"	"662161_9305MD55"	"662161"	"9305MD55"	TRUE
"662161_9308RC54"	"662161_9308RC54"	"662161"	"9308RC54"	TRUE
"662189_9307MD69"	"662189_9307MD69"	"662189"	"9307MD69"	TRUE
"662189_9308RS09"	"662189_9308RS09"	"662189"	"9308RS09"	TRUE
"662191_9307NS87"	"662191_9307NS87"	"662191"	"9307NS87"	TRUE
"662192_9307MD69"	"662192_9307MD69"	"662192"	"9307MD69"	TRUE
"662192_9308RM79"	"662192_9308RM79"	"662192"	"9308RM79"	TRUE
"662193_9307NS87"	"662193_9307NS87"	"662193"	"9307NS87"	TRUE
"662193_9308RM79"	"662193_9308RM79"	"662193"	"9308RM79"	TRUE
"662199_9306SC71"	"662199_9306SC71"	"662199"	"9306SC71"	TRUE
"662199_9308RC54"	"662199_9308RC54"	"662199"	"9308RC54"	TRUE
"662251_9307NS92"	"662251_9307NS92"	"662251"	"9307NS92"	TRUE
"662251_9312MD12"	"662251_9312MD12"	"662251"	"9312MD12"	TRUE
"662252_9306SC71"	"662252_9306SC71"	"662252"	"9306SC71"	TRUE
"662253_9306SC71"	"662253_9306SC71"	"662253"	"9306SC71"	TRUE
"662254_9306SC71"	"662254_9306SC71"	"662254"	"9306SC71"	TRUE
"662258_9306MD61"	"662258_9306MD61"	"662258"	"9306MD61"	TRUE
"662259_9306SC71"	"662259_9306SC71"	"662259"	"9306SC71"	TRUE
"662302_9307MD69"	"662302_9307MD69"	"662302"	"9307MD69"	TRUE
"662302_9308RM79"	"662302_9308RM79"	"662302"	"9308RM79"	TRUE
"662303_9306SC71"	"662303_9306SC71"	"662303"	"9306SC71"	TRUE
"662304_9306SR38"	"662304_9306SR38"	"662304"	"9306SR38"	TRUE
"662305_9306SR38"	"662305_9306SR38"	"662305"	"9306SR38"	TRUE
"662305_9308RM79"	"662305_9308RM79"	"662305"	"9308RM79"	TRUE
"662306_9306SR38"	"662306_9306SR38"	"662306"	"9306SR38"	TRUE
"662306_9308RM79"	"662306_9308RM79"	"662306"	"9308RM79"	TRUE
"662372_9306SR38"	"662372_9306SR38"	"662372"	"9306SR38"	TRUE
"662372_9308RM79"	"662372_9308RM79"	"662372"	"9308RM79"	TRUE
"662375_9306SR38"	"662375_9306SR38"	"662375"	"9306SR38"	TRUE
"662375_9308RM79"	"662375_9308RM79"	"662375"	"9308RM79"	TRUE
"662376_9306SR38"	"662376_9306SR38"	"662376"	"9306SR38"	TRUE
"662376_9308RM79"	"662376_9308RM79"	"662376"	"9308RM79"	TRUE
"662378_9306MD61"	"662378_9306MD61"	"662378"	"9306MD61"	TRUE
"662380_9306MD61"	"662380_9306MD61"	"662380"	"9306MD61"	TRUE
"662381_9412MD98"	"662381_9412MD98"	"662381"	"9412MD98"	TRUE
"662382_9306MD61"	"662382_9306MD61"	"662382"	"9306MD61"	TRUE
"662383_9306SR38"	"662383_9306SR38"	"662383"	"9306SR38"	TRUE
"662383_9308RM79"	"662383_9308RM79"	"662383"	"9308RM79"	TRUE
"662383_9412MD98"	"662383_9412MD98"	"662383"	"9412MD98"	TRUE
"662424_9312MD12"	"662424_9312MD12"	"662424"	"9312MD12"	TRUE
"662424_9403RM30"	"662424_9403RM30"	"662424"	"9403RM30"	TRUE
"662425_9308RM79"	"662425_9308RM79"	"662425"	"9308RM79"	TRUE
"662440_9307SC80"	"662440_9307SC80"	"662440"	"9307SC80"	TRUE
"662457_9307MD70"	"662457_9307MD70"	"662457"	"9307MD70"	TRUE
"662553_9308RC60"	"662553_9308RC60"	"662553"	"9308RC60"	TRUE
"662553_9412MD98"	"662553_9412MD98"	"662553"	"9412MD98"	TRUE
"662561_9410RG96"	"662561_9410RG96"	"662561"	"9410RG96"	TRUE
"662564_9307NS92"	"662564_9307NS92"	"662564"	"9307NS92"	TRUE
"662564_9410RM90"	"662564_9410RM90"	"662564"	"9410RM90"	TRUE
"662565_9307SR49"	"662565_9307SR49"	"662565"	"9307SR49"	TRUE
"662565_9309RC62"	"662565_9309RC62"	"662565"	"9309RC62"	TRUE
"662565_9312SC19"	"662565_9312SC19"	"662565"	"9312SC19"	TRUE
"662566_9307SR49"	"662566_9307SR49"	"662566"	"9307SR49"	TRUE
"662569_9307SR49"	"662569_9307SR49"	"662569"	"9307SR49"	TRUE
"662571_9307SR49"	"662571_9307SR49"	"662571"	"9307SR49"	TRUE
"662572_9307SR49"	"662572_9307SR49"	"662572"	"9307SR49"	TRUE
"662573_9307SR49"	"662573_9307SR49"	"662573"	"9307SR49"	TRUE
"662574_9307SR49"	"662574_9307SR49"	"662574"	"9307SR49"	TRUE
"662579_9307SR49"	"662579_9307SR49"	"662579"	"9307SR49"	TRUE
"662774_9307SR47"	"662774_9307SR47"	"662774"	"9307SR47"	TRUE
"662775_9307MD70"	"662775_9307MD70"	"662775"	"9307MD70"	TRUE
"662778_9307SR47"	"662778_9307SR47"	"662778"	"9307SR47"	TRUE
"662781_9307SR47"	"662781_9307SR47"	"662781"	"9307SR47"	TRUE
"662781_9308RS12"	"662781_9308RS12"	"662781"	"9308RS12"	TRUE
"662781_9507MD59"	"662781_9507MD59"	"662781"	"9507MD59"	TRUE
"662784_9307SR47"	"662784_9307SR47"	"662784"	"9307SR47"	TRUE
"662784_9308RS12"	"662784_9308RS12"	"662784"	"9308RS12"	TRUE
"662788_9307SR47"	"662788_9307SR47"	"662788"	"9307SR47"	TRUE
"662788_9308RS12"	"662788_9308RS12"	"662788"	"9308RS12"	TRUE
"662794_9306MD67"	"662794_9306MD67"	"662794"	"9306MD67"	TRUE
"662797_9307SR47"	"662797_9307SR47"	"662797"	"9307SR47"	TRUE
"662809_9306MD63"	"662809_9306MD63"	"662809"	"9306MD63"	TRUE
"662809_9307MD69"	"662809_9307MD69"	"662809"	"9307MD69"	TRUE
"662816_9306MD67"	"662816_9306MD67"	"662816"	"9306MD67"	TRUE
"662825_9306NS83"	"662825_9306NS83"	"662825"	"9306NS83"	TRUE
"662825_9307MD69"	"662825_9307MD69"	"662825"	"9307MD69"	TRUE
"662825_9310RS44"	"662825_9310RS44"	"662825"	"9310RS44"	TRUE
"662825_9704SR29"	"662825_9704SR29"	"662825"	"9704SR29"	TRUE
"663008_9307MD70"	"663008_9307MD70"	"663008"	"9307MD70"	TRUE
"663245_9308MD76"	"663245_9308MD76"	"663245"	"9308MD76"	TRUE
"663249_9307NS90"	"663249_9307NS90"	"663249"	"9307NS90"	TRUE
"663249_9307NS93"	"663249_9307NS93"	"663249"	"9307NS93"	TRUE
"663281_9307SR47"	"663281_9307SR47"	"663281"	"9307SR47"	TRUE
"663281_9308RS12"	"663281_9308RS12"	"663281"	"9308RS12"	TRUE
"663284_1412NS00"	"663284_1412NS00"	"663284"	"1412NS00"	TRUE
"663285_9307SR47"	"663285_9307SR47"	"663285"	"9307SR47"	TRUE
"663286_9307SR47"	"663286_9307SR47"	"663286"	"9307SR47"	TRUE
"663287_9307SR47"	"663287_9307SR47"	"663287"	"9307SR47"	TRUE
"663287_9308RS12"	"663287_9308RS12"	"663287"	"9308RS12"	TRUE
"663289_9307SR47"	"663289_9307SR47"	"663289"	"9307SR47"	TRUE
"663290_9307SR47"	"663290_9307SR47"	"663290"	"9307SR47"	TRUE
"663291_9307SR47"	"663291_9307SR47"	"663291"	"9307SR47"	TRUE
"663291_9308RS12"	"663291_9308RS12"	"663291"	"9308RS12"	TRUE
"663292_9307SR47"	"663292_9307SR47"	"663292"	"9307SR47"	TRUE
"663309_9308NS14"	"663309_9308NS14"	"663309"	"9308NS14"	TRUE
"663315_0001NS08"	"663315_0001NS08"	"663315"	"0001NS08"	TRUE
"663321_9307NS90"	"663321_9307NS90"	"663321"	"9307NS90"	TRUE
"663321_9309RC62"	"663321_9309RC62"	"663321"	"9309RC62"	TRUE
"663321_9312SC19"	"663321_9312SC19"	"663321"	"9312SC19"	TRUE
"663322_9307NS90"	"663322_9307NS90"	"663322"	"9307NS90"	TRUE
"663322_9309RC62"	"663322_9309RC62"	"663322"	"9309RC62"	TRUE
"663322_9312SC19"	"663322_9312SC19"	"663322"	"9312SC19"	TRUE
"663323_9309RC62"	"663323_9309RC62"	"663323"	"9309RC62"	TRUE
"663323_9312SC19"	"663323_9312SC19"	"663323"	"9312SC19"	TRUE
"663328_9308MD76"	"663328_9308MD76"	"663328"	"9308MD76"	TRUE
"663331_9308MD76"	"663331_9308MD76"	"663331"	"9308MD76"	TRUE
"663334_9308MD76"	"663334_9308MD76"	"663334"	"9308MD76"	TRUE
"663336_9308MD76"	"663336_9308MD76"	"663336"	"9308MD76"	TRUE
"663337_9408RG77"	"663337_9408RG77"	"663337"	"9408RG77"	TRUE
"663337_9410RM83"	"663337_9410RM83"	"663337"	"9410RM83"	TRUE
"663408_9308SC86"	"663408_9308SC86"	"663408"	"9308SC86"	TRUE
"663422_9308MD82"	"663422_9308MD82"	"663422"	"9308MD82"	TRUE
"663567_9308SC86"	"663567_9308SC86"	"663567"	"9308SC86"	TRUE
"663567_9309RC65"	"663567_9309RC65"	"663567"	"9309RC65"	TRUE
"663570_9308MD82"	"663570_9308MD82"	"663570"	"9308MD82"	TRUE
"663570_9309RM90"	"663570_9309RM90"	"663570"	"9309RM90"	TRUE
"663586_9308MD82"	"663586_9308MD82"	"663586"	"9308MD82"	TRUE
"663589_9308MD83"	"663589_9308MD83"	"663589"	"9308MD83"	TRUE
"663592_9308MD83"	"663592_9308MD83"	"663592"	"9308MD83"	TRUE
"663593_9308MD83"	"663593_9308MD83"	"663593"	"9308MD83"	TRUE
"663597_9308MD83"	"663597_9308MD83"	"663597"	"9308MD83"	TRUE
"663623_9309SC95"	"663623_9309SC95"	"663623"	"9309SC95"	TRUE
